Code,Indicator Name,Short definition,Long definition,Source,Topic
UIS.CR.2.RUR.Q2,"Completion rate, lower secondary education, rural, second quintile, both sexes (%)","The number of persons in the relevant age group who have completed the last grade of the given level of education is expressed as a percentage of the total population (in the survey sample) of the same age group. The primary completion rate is the percentage of a cohort of children or young people aged 3-5 years above the intended age for the last grade of primary education who have completed that grade. The intended age for the last grade of primary education is the age at which pupils would enter the grade if they had started school at the official primary entrance age, had studied full-time and had progressed without repeating or skipping a grade. For example, if the official age of entry into primary education is 6 years, and if primary education has 6 grades, the intended age for the last grade of primary education is 11 years. In this case, 14-16 years (11 + 3 = 14 and 11 + 5 = 16) would be the reference age group for calculation of the primary completion rate. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","The number of persons in the relevant age group who have completed the last grade of the given level of education is expressed as a percentage of the total population (in the survey sample) of the same age group. The primary completion rate is the percentage of a cohort of children or young people aged 3-5 years above the intended age for the last grade of primary education who have completed that grade. The intended age for the last grade of primary education is the age at which pupils would enter the grade if they had started school at the official primary entrance age, had studied full-time and had progressed without repeating or skipping a grade. For example, if the official age of entry into primary education is 6 years, and if primary education has 6 grades, the intended age for the last grade of primary education is 11 years. In this case, 14-16 years (11 + 3 = 14 and 11 + 5 = 16) would be the reference age group for calculation of the primary completion rate. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
UIS.CR.2.RUR.Q2.F,"Completion rate, lower secondary education, rural, second quintile, female (%)","The number of persons in the relevant age group who have completed the last grade of the given level of education is expressed as a percentage of the total population (in the survey sample) of the same age group. The primary completion rate is the percentage of a cohort of children or young people aged 3-5 years above the intended age for the last grade of primary education who have completed that grade. The intended age for the last grade of primary education is the age at which pupils would enter the grade if they had started school at the official primary entrance age, had studied full-time and had progressed without repeating or skipping a grade. For example, if the official age of entry into primary education is 6 years, and if primary education has 6 grades, the intended age for the last grade of primary education is 11 years. In this case, 14-16 years (11 + 3 = 14 and 11 + 5 = 16) would be the reference age group for calculation of the primary completion rate. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","The number of persons in the relevant age group who have completed the last grade of the given level of education is expressed as a percentage of the total population (in the survey sample) of the same age group. The primary completion rate is the percentage of a cohort of children or young people aged 3-5 years above the intended age for the last grade of primary education who have completed that grade. The intended age for the last grade of primary education is the age at which pupils would enter the grade if they had started school at the official primary entrance age, had studied full-time and had progressed without repeating or skipping a grade. For example, if the official age of entry into primary education is 6 years, and if primary education has 6 grades, the intended age for the last grade of primary education is 11 years. In this case, 14-16 years (11 + 3 = 14 and 11 + 5 = 16) would be the reference age group for calculation of the primary completion rate. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
UIS.CR.2.RUR.Q2.M,"Completion rate, lower secondary education, rural, second quintile, male (%)","The number of persons in the relevant age group who have completed the last grade of the given level of education is expressed as a percentage of the total population (in the survey sample) of the same age group. The primary completion rate is the percentage of a cohort of children or young people aged 3-5 years above the intended age for the last grade of primary education who have completed that grade. The intended age for the last grade of primary education is the age at which pupils would enter the grade if they had started school at the official primary entrance age, had studied full-time and had progressed without repeating or skipping a grade. For example, if the official age of entry into primary education is 6 years, and if primary education has 6 grades, the intended age for the last grade of primary education is 11 years. In this case, 14-16 years (11 + 3 = 14 and 11 + 5 = 16) would be the reference age group for calculation of the primary completion rate. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","The number of persons in the relevant age group who have completed the last grade of the given level of education is expressed as a percentage of the total population (in the survey sample) of the same age group. The primary completion rate is the percentage of a cohort of children or young people aged 3-5 years above the intended age for the last grade of primary education who have completed that grade. The intended age for the last grade of primary education is the age at which pupils would enter the grade if they had started school at the official primary entrance age, had studied full-time and had progressed without repeating or skipping a grade. For example, if the official age of entry into primary education is 6 years, and if primary education has 6 grades, the intended age for the last grade of primary education is 11 years. In this case, 14-16 years (11 + 3 = 14 and 11 + 5 = 16) would be the reference age group for calculation of the primary completion rate. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
UIS.CR.2.Q2.GPIA,"Completion rate, lower secondary education, second quintile, adjusted gender parity index (GPIA)","The Adjusted Gender Parity Index (GPIA) is calculated by dividing the female value for the indicator by the male value for the indicator. If the resulting value exceeds 1, the ratio is inverted and subtracted from 2. The adjusted gender parity index is symmetrical around 1 and lies in the range 0-2. An adjusted GPI equal to 1 indicates parity between females and males. In general, a value less than 1 indicates disparity in favor of males and a value greater than 1 indicates disparity in favor of females. For more information, consult the UNESCO Institute for Statistics: http://uis.unesco.org/","The Adjusted Gender Parity Index (GPIA) is calculated by dividing the female value for the indicator by the male value for the indicator. If the resulting value exceeds 1, the ratio is inverted and subtracted from 2. The adjusted gender parity index is symmetrical around 1 and lies in the range 0-2. An adjusted GPI equal to 1 indicates parity between females and males. In general, a value less than 1 indicates disparity in favor of males and a value greater than 1 indicates disparity in favor of females. For more information, consult the UNESCO Institute for Statistics: http://uis.unesco.org/",UNESCO Institute for Statistics,Secondary
UIS.CR.2.Q2.LPIA,"Completion rate, lower secondary education, second quintile, adjusted location parity index (LPIA)","The Adjusted Location Parity Index (LPIA) is calculated by dividing the rural value for the indicator by the urban value for the indicator. If the resulting value exceeds 1, the ratio is inverted and subtracted from 2. The adjusted location parity index is symmetrical around 1 and lies in the range 0-2. An adjusted LPI equal to 1 indicates parity between rural and urban locations. In general, a value less than 1 indicates disparity in favor of urban locations and a value greater than 1 indicates disparity in favor of rural locations. For more information, consult the UNESCO Institute for Statistics: http://uis.unesco.org/","The Adjusted Location Parity Index (LPIA) is calculated by dividing the rural value for the indicator by the urban value for the indicator. If the resulting value exceeds 1, the ratio is inverted and subtracted from 2. The adjusted location parity index is symmetrical around 1 and lies in the range 0-2. An adjusted LPI equal to 1 indicates parity between rural and urban locations. In general, a value less than 1 indicates disparity in favor of urban locations and a value greater than 1 indicates disparity in favor of rural locations. For more information, consult the UNESCO Institute for Statistics: http://uis.unesco.org/",UNESCO Institute for Statistics,Secondary
UIS.CR.2.Q2,"Completion rate, lower secondary education, second quintile, both sexes (%)","The number of persons in the relevant age group who have completed the last grade of the given level of education is expressed as a percentage of the total population (in the survey sample) of the same age group. The primary completion rate is the percentage of a cohort of children or young people aged 3-5 years above the intended age for the last grade of primary education who have completed that grade. The intended age for the last grade of primary education is the age at which pupils would enter the grade if they had started school at the official primary entrance age, had studied full-time and had progressed without repeating or skipping a grade. For example, if the official age of entry into primary education is 6 years, and if primary education has 6 grades, the intended age for the last grade of primary education is 11 years. In this case, 14-16 years (11 + 3 = 14 and 11 + 5 = 16) would be the reference age group for calculation of the primary completion rate. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","The number of persons in the relevant age group who have completed the last grade of the given level of education is expressed as a percentage of the total population (in the survey sample) of the same age group. The primary completion rate is the percentage of a cohort of children or young people aged 3-5 years above the intended age for the last grade of primary education who have completed that grade. The intended age for the last grade of primary education is the age at which pupils would enter the grade if they had started school at the official primary entrance age, had studied full-time and had progressed without repeating or skipping a grade. For example, if the official age of entry into primary education is 6 years, and if primary education has 6 grades, the intended age for the last grade of primary education is 11 years. In this case, 14-16 years (11 + 3 = 14 and 11 + 5 = 16) would be the reference age group for calculation of the primary completion rate. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
UIS.CR.2.Q2.F,"Completion rate, lower secondary education, second quintile, female (%)","The number of persons in the relevant age group who have completed the last grade of the given level of education is expressed as a percentage of the total population (in the survey sample) of the same age group. The primary completion rate is the percentage of a cohort of children or young people aged 3-5 years above the intended age for the last grade of primary education who have completed that grade. The intended age for the last grade of primary education is the age at which pupils would enter the grade if they had started school at the official primary entrance age, had studied full-time and had progressed without repeating or skipping a grade. For example, if the official age of entry into primary education is 6 years, and if primary education has 6 grades, the intended age for the last grade of primary education is 11 years. In this case, 14-16 years (11 + 3 = 14 and 11 + 5 = 16) would be the reference age group for calculation of the primary completion rate. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","The number of persons in the relevant age group who have completed the last grade of the given level of education is expressed as a percentage of the total population (in the survey sample) of the same age group. The primary completion rate is the percentage of a cohort of children or young people aged 3-5 years above the intended age for the last grade of primary education who have completed that grade. The intended age for the last grade of primary education is the age at which pupils would enter the grade if they had started school at the official primary entrance age, had studied full-time and had progressed without repeating or skipping a grade. For example, if the official age of entry into primary education is 6 years, and if primary education has 6 grades, the intended age for the last grade of primary education is 11 years. In this case, 14-16 years (11 + 3 = 14 and 11 + 5 = 16) would be the reference age group for calculation of the primary completion rate. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
UIS.CR.2.Q2.F.LPIA,"Completion rate, lower secondary education, second quintile, female, adjusted location parity index (LPIA)","The Adjusted Location Parity Index (LPIA) is calculated by dividing the rural value for the indicator by the urban value for the indicator. If the resulting value exceeds 1, the ratio is inverted and subtracted from 2. The adjusted location parity index is symmetrical around 1 and lies in the range 0-2. An adjusted LPI equal to 1 indicates parity between rural and urban locations. In general, a value less than 1 indicates disparity in favor of urban locations and a value greater than 1 indicates disparity in favor of rural locations. For more information, consult the UNESCO Institute for Statistics: http://uis.unesco.org/","The Adjusted Location Parity Index (LPIA) is calculated by dividing the rural value for the indicator by the urban value for the indicator. If the resulting value exceeds 1, the ratio is inverted and subtracted from 2. The adjusted location parity index is symmetrical around 1 and lies in the range 0-2. An adjusted LPI equal to 1 indicates parity between rural and urban locations. In general, a value less than 1 indicates disparity in favor of urban locations and a value greater than 1 indicates disparity in favor of rural locations. For more information, consult the UNESCO Institute for Statistics: http://uis.unesco.org/",UNESCO Institute for Statistics,Secondary
UIS.CR.2.Q2.M,"Completion rate, lower secondary education, second quintile, male (%)","The number of persons in the relevant age group who have completed the last grade of the given level of education is expressed as a percentage of the total population (in the survey sample) of the same age group. The primary completion rate is the percentage of a cohort of children or young people aged 3-5 years above the intended age for the last grade of primary education who have completed that grade. The intended age for the last grade of primary education is the age at which pupils would enter the grade if they had started school at the official primary entrance age, had studied full-time and had progressed without repeating or skipping a grade. For example, if the official age of entry into primary education is 6 years, and if primary education has 6 grades, the intended age for the last grade of primary education is 11 years. In this case, 14-16 years (11 + 3 = 14 and 11 + 5 = 16) would be the reference age group for calculation of the primary completion rate. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","The number of persons in the relevant age group who have completed the last grade of the given level of education is expressed as a percentage of the total population (in the survey sample) of the same age group. The primary completion rate is the percentage of a cohort of children or young people aged 3-5 years above the intended age for the last grade of primary education who have completed that grade. The intended age for the last grade of primary education is the age at which pupils would enter the grade if they had started school at the official primary entrance age, had studied full-time and had progressed without repeating or skipping a grade. For example, if the official age of entry into primary education is 6 years, and if primary education has 6 grades, the intended age for the last grade of primary education is 11 years. In this case, 14-16 years (11 + 3 = 14 and 11 + 5 = 16) would be the reference age group for calculation of the primary completion rate. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
UIS.CR.2.Q2.M.LPIA,"Completion rate, lower secondary education, second quintile, male, adjusted location parity index (LPIA)","The Adjusted Location Parity Index (LPIA) is calculated by dividing the rural value for the indicator by the urban value for the indicator. If the resulting value exceeds 1, the ratio is inverted and subtracted from 2. The adjusted location parity index is symmetrical around 1 and lies in the range 0-2. An adjusted LPI equal to 1 indicates parity between rural and urban locations. In general, a value less than 1 indicates disparity in favor of urban locations and a value greater than 1 indicates disparity in favor of rural locations. For more information, consult the UNESCO Institute for Statistics: http://uis.unesco.org/","The Adjusted Location Parity Index (LPIA) is calculated by dividing the rural value for the indicator by the urban value for the indicator. If the resulting value exceeds 1, the ratio is inverted and subtracted from 2. The adjusted location parity index is symmetrical around 1 and lies in the range 0-2. An adjusted LPI equal to 1 indicates parity between rural and urban locations. In general, a value less than 1 indicates disparity in favor of urban locations and a value greater than 1 indicates disparity in favor of rural locations. For more information, consult the UNESCO Institute for Statistics: http://uis.unesco.org/",UNESCO Institute for Statistics,Secondary
UIS.CR.2.URB.GPIA,"Completion rate, lower secondary education, urban, adjusted gender parity index (GPIA)","The Adjusted Gender Parity Index (GPIA) is calculated by dividing the female value for the indicator by the male value for the indicator. If the resulting value exceeds 1, the ratio is inverted and subtracted from 2. The adjusted gender parity index is symmetrical around 1 and lies in the range 0-2. An adjusted GPI equal to 1 indicates parity between females and males. In general, a value less than 1 indicates disparity in favor of males and a value greater than 1 indicates disparity in favor of females. For more information, consult the UNESCO Institute for Statistics: http://uis.unesco.org/","The Adjusted Gender Parity Index (GPIA) is calculated by dividing the female value for the indicator by the male value for the indicator. If the resulting value exceeds 1, the ratio is inverted and subtracted from 2. The adjusted gender parity index is symmetrical around 1 and lies in the range 0-2. An adjusted GPI equal to 1 indicates parity between females and males. In general, a value less than 1 indicates disparity in favor of males and a value greater than 1 indicates disparity in favor of females. For more information, consult the UNESCO Institute for Statistics: http://uis.unesco.org/",UNESCO Institute for Statistics,Secondary
UIS.CR.2.URB.WPIA,"Completion rate, lower secondary education, urban, adjusted wealth parity index (WPIA)","The Adjusted Wealth Parity Index (WPIA) is calculated by dividing the poorest quintile value for the indicator by the richest quintile value for the indicator. If the resulting value exceeds 1, the ratio is inverted and subtracted from 2. The adjusted wealth parity index is symmetrical around 1 and lies in the range 0-2. An adjusted WPI equal to 1 indicates parity between the richest and poorest quintiles. In general, a value less than 1 indicates disparity in favor of the richest quintile and a value greater than 1 indicates disparity in favor of the poorest quintile. For more information, consult the UNESCO Institute for Statistics: http://uis.unesco.org/","The Adjusted Wealth Parity Index (WPIA) is calculated by dividing the poorest quintile value for the indicator by the richest quintile value for the indicator. If the resulting value exceeds 1, the ratio is inverted and subtracted from 2. The adjusted wealth parity index is symmetrical around 1 and lies in the range 0-2. An adjusted WPI equal to 1 indicates parity between the richest and poorest quintiles. In general, a value less than 1 indicates disparity in favor of the richest quintile and a value greater than 1 indicates disparity in favor of the poorest quintile. For more information, consult the UNESCO Institute for Statistics: http://uis.unesco.org/",UNESCO Institute for Statistics,Secondary
UIS.CR.2.URB,"Completion rate, lower secondary education, urban, both sexes (%)","The number of persons in the relevant age group who have completed the last grade of the given level of education is expressed as a percentage of the total population (in the survey sample) of the same age group. The primary completion rate is the percentage of a cohort of children or young people aged 3-5 years above the intended age for the last grade of primary education who have completed that grade. The intended age for the last grade of primary education is the age at which pupils would enter the grade if they had started school at the official primary entrance age, had studied full-time and had progressed without repeating or skipping a grade. For example, if the official age of entry into primary education is 6 years, and if primary education has 6 grades, the intended age for the last grade of primary education is 11 years. In this case, 14-16 years (11 + 3 = 14 and 11 + 5 = 16) would be the reference age group for calculation of the primary completion rate. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","The number of persons in the relevant age group who have completed the last grade of the given level of education is expressed as a percentage of the total population (in the survey sample) of the same age group. The primary completion rate is the percentage of a cohort of children or young people aged 3-5 years above the intended age for the last grade of primary education who have completed that grade. The intended age for the last grade of primary education is the age at which pupils would enter the grade if they had started school at the official primary entrance age, had studied full-time and had progressed without repeating or skipping a grade. For example, if the official age of entry into primary education is 6 years, and if primary education has 6 grades, the intended age for the last grade of primary education is 11 years. In this case, 14-16 years (11 + 3 = 14 and 11 + 5 = 16) would be the reference age group for calculation of the primary completion rate. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
UIS.CR.2.URB.F,"Completion rate, lower secondary education, urban, female (%)","The number of persons in the relevant age group who have completed the last grade of the given level of education is expressed as a percentage of the total population (in the survey sample) of the same age group. The primary completion rate is the percentage of a cohort of children or young people aged 3-5 years above the intended age for the last grade of primary education who have completed that grade. The intended age for the last grade of primary education is the age at which pupils would enter the grade if they had started school at the official primary entrance age, had studied full-time and had progressed without repeating or skipping a grade. For example, if the official age of entry into primary education is 6 years, and if primary education has 6 grades, the intended age for the last grade of primary education is 11 years. In this case, 14-16 years (11 + 3 = 14 and 11 + 5 = 16) would be the reference age group for calculation of the primary completion rate. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","The number of persons in the relevant age group who have completed the last grade of the given level of education is expressed as a percentage of the total population (in the survey sample) of the same age group. The primary completion rate is the percentage of a cohort of children or young people aged 3-5 years above the intended age for the last grade of primary education who have completed that grade. The intended age for the last grade of primary education is the age at which pupils would enter the grade if they had started school at the official primary entrance age, had studied full-time and had progressed without repeating or skipping a grade. For example, if the official age of entry into primary education is 6 years, and if primary education has 6 grades, the intended age for the last grade of primary education is 11 years. In this case, 14-16 years (11 + 3 = 14 and 11 + 5 = 16) would be the reference age group for calculation of the primary completion rate. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
UIS.CR.2.URB.F.WPIA,"Completion rate, lower secondary education, urban, female, adjusted wealth parity index (WPIA)","The Adjusted Wealth Parity Index (WPIA) is calculated by dividing the poorest quintile value for the indicator by the richest quintile value for the indicator. If the resulting value exceeds 1, the ratio is inverted and subtracted from 2. The adjusted wealth parity index is symmetrical around 1 and lies in the range 0-2. An adjusted WPI equal to 1 indicates parity between the richest and poorest quintiles. In general, a value less than 1 indicates disparity in favor of the richest quintile and a value greater than 1 indicates disparity in favor of the poorest quintile. For more information, consult the UNESCO Institute for Statistics: http://uis.unesco.org/","The Adjusted Wealth Parity Index (WPIA) is calculated by dividing the poorest quintile value for the indicator by the richest quintile value for the indicator. If the resulting value exceeds 1, the ratio is inverted and subtracted from 2. The adjusted wealth parity index is symmetrical around 1 and lies in the range 0-2. An adjusted WPI equal to 1 indicates parity between the richest and poorest quintiles. In general, a value less than 1 indicates disparity in favor of the richest quintile and a value greater than 1 indicates disparity in favor of the poorest quintile. For more information, consult the UNESCO Institute for Statistics: http://uis.unesco.org/",UNESCO Institute for Statistics,Secondary
UIS.CR.2.URB.Q4.GPIA,"Completion rate, lower secondary education, urban, fourth quintile, adjusted gender parity index (GPIA)","The Adjusted Gender Parity Index (GPIA) is calculated by dividing the female value for the indicator by the male value for the indicator. If the resulting value exceeds 1, the ratio is inverted and subtracted from 2. The adjusted gender parity index is symmetrical around 1 and lies in the range 0-2. An adjusted GPI equal to 1 indicates parity between females and males. In general, a value less than 1 indicates disparity in favor of males and a value greater than 1 indicates disparity in favor of females. For more information, consult the UNESCO Institute for Statistics: http://uis.unesco.org/","The Adjusted Gender Parity Index (GPIA) is calculated by dividing the female value for the indicator by the male value for the indicator. If the resulting value exceeds 1, the ratio is inverted and subtracted from 2. The adjusted gender parity index is symmetrical around 1 and lies in the range 0-2. An adjusted GPI equal to 1 indicates parity between females and males. In general, a value less than 1 indicates disparity in favor of males and a value greater than 1 indicates disparity in favor of females. For more information, consult the UNESCO Institute for Statistics: http://uis.unesco.org/",UNESCO Institute for Statistics,Secondary
UIS.CR.2.URB.Q4,"Completion rate, lower secondary education, urban, fourth quintile, both sexes (%)","The number of persons in the relevant age group who have completed the last grade of the given level of education is expressed as a percentage of the total population (in the survey sample) of the same age group. The primary completion rate is the percentage of a cohort of children or young people aged 3-5 years above the intended age for the last grade of primary education who have completed that grade. The intended age for the last grade of primary education is the age at which pupils would enter the grade if they had started school at the official primary entrance age, had studied full-time and had progressed without repeating or skipping a grade. For example, if the official age of entry into primary education is 6 years, and if primary education has 6 grades, the intended age for the last grade of primary education is 11 years. In this case, 14-16 years (11 + 3 = 14 and 11 + 5 = 16) would be the reference age group for calculation of the primary completion rate. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","The number of persons in the relevant age group who have completed the last grade of the given level of education is expressed as a percentage of the total population (in the survey sample) of the same age group. The primary completion rate is the percentage of a cohort of children or young people aged 3-5 years above the intended age for the last grade of primary education who have completed that grade. The intended age for the last grade of primary education is the age at which pupils would enter the grade if they had started school at the official primary entrance age, had studied full-time and had progressed without repeating or skipping a grade. For example, if the official age of entry into primary education is 6 years, and if primary education has 6 grades, the intended age for the last grade of primary education is 11 years. In this case, 14-16 years (11 + 3 = 14 and 11 + 5 = 16) would be the reference age group for calculation of the primary completion rate. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
UIS.CR.2.URB.Q4.F,"Completion rate, lower secondary education, urban, fourth quintile, female (%)","The number of persons in the relevant age group who have completed the last grade of the given level of education is expressed as a percentage of the total population (in the survey sample) of the same age group. The primary completion rate is the percentage of a cohort of children or young people aged 3-5 years above the intended age for the last grade of primary education who have completed that grade. The intended age for the last grade of primary education is the age at which pupils would enter the grade if they had started school at the official primary entrance age, had studied full-time and had progressed without repeating or skipping a grade. For example, if the official age of entry into primary education is 6 years, and if primary education has 6 grades, the intended age for the last grade of primary education is 11 years. In this case, 14-16 years (11 + 3 = 14 and 11 + 5 = 16) would be the reference age group for calculation of the primary completion rate. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","The number of persons in the relevant age group who have completed the last grade of the given level of education is expressed as a percentage of the total population (in the survey sample) of the same age group. The primary completion rate is the percentage of a cohort of children or young people aged 3-5 years above the intended age for the last grade of primary education who have completed that grade. The intended age for the last grade of primary education is the age at which pupils would enter the grade if they had started school at the official primary entrance age, had studied full-time and had progressed without repeating or skipping a grade. For example, if the official age of entry into primary education is 6 years, and if primary education has 6 grades, the intended age for the last grade of primary education is 11 years. In this case, 14-16 years (11 + 3 = 14 and 11 + 5 = 16) would be the reference age group for calculation of the primary completion rate. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
UIS.CR.2.URB.Q4.M,"Completion rate, lower secondary education, urban, fourth quintile, male (%)","The number of persons in the relevant age group who have completed the last grade of the given level of education is expressed as a percentage of the total population (in the survey sample) of the same age group. The primary completion rate is the percentage of a cohort of children or young people aged 3-5 years above the intended age for the last grade of primary education who have completed that grade. The intended age for the last grade of primary education is the age at which pupils would enter the grade if they had started school at the official primary entrance age, had studied full-time and had progressed without repeating or skipping a grade. For example, if the official age of entry into primary education is 6 years, and if primary education has 6 grades, the intended age for the last grade of primary education is 11 years. In this case, 14-16 years (11 + 3 = 14 and 11 + 5 = 16) would be the reference age group for calculation of the primary completion rate. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","The number of persons in the relevant age group who have completed the last grade of the given level of education is expressed as a percentage of the total population (in the survey sample) of the same age group. The primary completion rate is the percentage of a cohort of children or young people aged 3-5 years above the intended age for the last grade of primary education who have completed that grade. The intended age for the last grade of primary education is the age at which pupils would enter the grade if they had started school at the official primary entrance age, had studied full-time and had progressed without repeating or skipping a grade. For example, if the official age of entry into primary education is 6 years, and if primary education has 6 grades, the intended age for the last grade of primary education is 11 years. In this case, 14-16 years (11 + 3 = 14 and 11 + 5 = 16) would be the reference age group for calculation of the primary completion rate. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
UIS.CR.2.URB.M,"Completion rate, lower secondary education, urban, male (%)","The number of persons in the relevant age group who have completed the last grade of the given level of education is expressed as a percentage of the total population (in the survey sample) of the same age group. The primary completion rate is the percentage of a cohort of children or young people aged 3-5 years above the intended age for the last grade of primary education who have completed that grade. The intended age for the last grade of primary education is the age at which pupils would enter the grade if they had started school at the official primary entrance age, had studied full-time and had progressed without repeating or skipping a grade. For example, if the official age of entry into primary education is 6 years, and if primary education has 6 grades, the intended age for the last grade of primary education is 11 years. In this case, 14-16 years (11 + 3 = 14 and 11 + 5 = 16) would be the reference age group for calculation of the primary completion rate. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","The number of persons in the relevant age group who have completed the last grade of the given level of education is expressed as a percentage of the total population (in the survey sample) of the same age group. The primary completion rate is the percentage of a cohort of children or young people aged 3-5 years above the intended age for the last grade of primary education who have completed that grade. The intended age for the last grade of primary education is the age at which pupils would enter the grade if they had started school at the official primary entrance age, had studied full-time and had progressed without repeating or skipping a grade. For example, if the official age of entry into primary education is 6 years, and if primary education has 6 grades, the intended age for the last grade of primary education is 11 years. In this case, 14-16 years (11 + 3 = 14 and 11 + 5 = 16) would be the reference age group for calculation of the primary completion rate. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
UIS.CR.2.URB.M.WPIA,"Completion rate, lower secondary education, urban, male, adjusted wealth parity index (WPIA)","The Adjusted Wealth Parity Index (WPIA) is calculated by dividing the poorest quintile value for the indicator by the richest quintile value for the indicator. If the resulting value exceeds 1, the ratio is inverted and subtracted from 2. The adjusted wealth parity index is symmetrical around 1 and lies in the range 0-2. An adjusted WPI equal to 1 indicates parity between the richest and poorest quintiles. In general, a value less than 1 indicates disparity in favor of the richest quintile and a value greater than 1 indicates disparity in favor of the poorest quintile. For more information, consult the UNESCO Institute for Statistics: http://uis.unesco.org/","The Adjusted Wealth Parity Index (WPIA) is calculated by dividing the poorest quintile value for the indicator by the richest quintile value for the indicator. If the resulting value exceeds 1, the ratio is inverted and subtracted from 2. The adjusted wealth parity index is symmetrical around 1 and lies in the range 0-2. An adjusted WPI equal to 1 indicates parity between the richest and poorest quintiles. In general, a value less than 1 indicates disparity in favor of the richest quintile and a value greater than 1 indicates disparity in favor of the poorest quintile. For more information, consult the UNESCO Institute for Statistics: http://uis.unesco.org/",UNESCO Institute for Statistics,Secondary
UIS.CR.2.URB.Q3.GPIA,"Completion rate, lower secondary education, urban, middle quintile, adjusted gender parity index (GPIA)","The Adjusted Gender Parity Index (GPIA) is calculated by dividing the female value for the indicator by the male value for the indicator. If the resulting value exceeds 1, the ratio is inverted and subtracted from 2. The adjusted gender parity index is symmetrical around 1 and lies in the range 0-2. An adjusted GPI equal to 1 indicates parity between females and males. In general, a value less than 1 indicates disparity in favor of males and a value greater than 1 indicates disparity in favor of females. For more information, consult the UNESCO Institute for Statistics: http://uis.unesco.org/","The Adjusted Gender Parity Index (GPIA) is calculated by dividing the female value for the indicator by the male value for the indicator. If the resulting value exceeds 1, the ratio is inverted and subtracted from 2. The adjusted gender parity index is symmetrical around 1 and lies in the range 0-2. An adjusted GPI equal to 1 indicates parity between females and males. In general, a value less than 1 indicates disparity in favor of males and a value greater than 1 indicates disparity in favor of females. For more information, consult the UNESCO Institute for Statistics: http://uis.unesco.org/",UNESCO Institute for Statistics,Secondary
