Country Name,Country Code,Series,Series Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Chile,CHL,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, urban areas, both sexes (%)",UIS.READ.LOWERSEC.URBAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.29,..,..,..,..,..,66.94,..,..,72.27,..,..,70.93,..,..,..,..,..,73.07508,..,..
Chile,CHL,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, very affluent socioeconomic background, both sexes (%)",UIS.READ.LOWERSEC.HIGHSES,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.55,..,..,..,..,..,86.91,..,..,89.59,..,..,88.22,..,..,87.12014,..,..,85.20687,..,..
Chile,CHL,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, very poor socioeconomic background, both sexes (%)",UIS.READ.LOWERSEC.LOWSES,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.55,..,..,..,..,..,44.1,..,..,49.03,..,..,43.68,..,..,54.26687,..,..,53.89009,..,..
Chile,CHL,"Completion rate, lower secondary education, adjusted gender parity index (GPIA)",UIS.CR.2.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.0396,..,1.02297,1.02582,..,..,1.03262,..,..,1.02675,..,1.03574,..,1.01917,..,1.01855,..,1.02227,..,..,..
Chile,CHL,"Completion rate, lower secondary education, adjusted location parity index (LPIA)",UIS.CR.2.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.85899,..,0.88197,0.91387,..,..,0.97162,..,..,0.97867,..,0.98559,..,0.98595,..,0.99895,..,0.98855,..,..,..
Chile,CHL,"Completion rate, lower secondary education, adjusted wealth parity index (WPIA)",UIS.CR.2.WPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.83212,..,..,0.88299,..,..,0.89601,..,..,0.93403,..,0.93845,..,0.92904,..,0.9343,..,0.94295,..,..,..
Chile,CHL,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.29,..,92.11625,93.98,..,..,94.07,..,..,94.43,..,94.24,..,94.49,..,95.05,..,95.9,..,..,..
Chile,CHL,"Completion rate, lower secondary education, female (%)",UIS.CR.2.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92.18,..,93.20762,95.26,..,..,95.64,..,..,95.7,..,95.98,..,95.44,..,95.95,..,97,..,..,..
Chile,CHL,"Completion rate, lower secondary education, female, adjusted location parity index (LPIA)",UIS.CR.2.F.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.87472,..,0.8805,0.92773,..,..,0.97509,..,..,0.98842,..,0.99261,..,1.00042,..,0.99687,..,1.00041,..,..,..
Chile,CHL,"Completion rate, lower secondary education, female, adjusted wealth parity index (WPIA)",UIS.CR.2.F.WPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.86944,..,..,0.90537,..,..,0.92692,..,..,0.94035,..,0.96765,..,0.93704,..,0.92872,..,0.96206,..,..,..
Chile,CHL,"Completion rate, lower secondary education, fourth quintile, adjusted gender parity index (GPIA)",UIS.CR.2.Q4.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.03224,..,..,1.00426,..,..,1.01336,..,..,1.0064,..,1.03006,..,1.01825,..,1.01579,..,1.03275,..,..,..
Chile,CHL,"Completion rate, lower secondary education, fourth quintile, adjusted location parity index (LPIA)",UIS.CR.2.Q4.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.87205,..,..,0.92409,..,..,0.96821,..,..,0.92204,..,0.97846,..,0.9825,..,1.0001,..,1.0074,..,..,..
Chile,CHL,"Completion rate, lower secondary education, fourth quintile, both sexes (%)",UIS.CR.2.Q4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.03,..,..,98.36,..,..,97.38,..,..,98.03,..,97.02,..,96.6,..,97.34,..,96.89,..,..,..
Chile,CHL,"Completion rate, lower secondary education, fourth quintile, female (%)",UIS.CR.2.Q4.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.7,..,..,98.59,..,..,98.07,..,..,98.38,..,98.48,..,97.56,..,98.15,..,98.62,..,..,..
Chile,CHL,"Completion rate, lower secondary education, fourth quintile, female, adjusted location parity index (LPIA)",UIS.CR.2.Q4.F.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.92483,..,..,0.94841,..,..,0.97732,..,..,0.9791,..,0.97499,..,0.98398,..,0.99245,..,1.01442,..,..,..
Chile,CHL,"Completion rate, lower secondary education, fourth quintile, male (%)",UIS.CR.2.Q4.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.55,..,..,98.17,..,..,96.76,..,..,97.75,..,95.52,..,95.78,..,96.6,..,95.39,..,..,..
Chile,CHL,"Completion rate, lower secondary education, fourth quintile, male, adjusted location parity index (LPIA)",UIS.CR.2.Q4.M.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.83438,..,..,0.90449,..,..,0.9603,..,..,0.87149,..,0.98663,..,0.98279,..,1.00774,..,0.99979,..,..,..
Chile,CHL,"Completion rate, lower secondary education, male (%)",UIS.CR.2.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88.53,..,91.06637,92.8,..,..,92.52,..,..,93.14,..,92.55,..,93.61,..,94.17,..,94.84,..,..,..
Chile,CHL,"Completion rate, lower secondary education, male, adjusted location parity index (LPIA)",UIS.CR.2.M.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.84526,..,0.88483,0.90189,..,..,0.96921,..,..,0.96739,..,0.98071,..,0.97168,..,1.00138,..,0.97761,..,..,..
Chile,CHL,"Completion rate, lower secondary education, male, adjusted wealth parity index (WPIA)",UIS.CR.2.M.WPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.79199,..,..,0.86064,..,..,0.86494,..,..,0.92708,..,0.90646,..,0.92092,..,0.93863,..,0.92245,..,..,..
Chile,CHL,"Completion rate, lower secondary education, middle quintile, adjusted gender parity index (GPIA)",UIS.CR.2.Q3.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.02518,..,..,1.02194,..,..,1.00691,..,..,1.0348,..,1.06978,..,1.00778,..,1.03672,..,1.01309,..,..,..
Chile,CHL,"Completion rate, lower secondary education, middle quintile, adjusted location parity index (LPIA)",UIS.CR.2.Q3.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.83823,..,..,0.87515,..,..,0.92682,..,..,0.948,..,1.00899,..,0.98258,..,0.99327,..,0.97056,..,..,..
Chile,CHL,"Completion rate, lower secondary education, middle quintile, both sexes (%)",UIS.CR.2.Q3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92.36,..,..,96.43,..,..,96.67,..,..,94.54,..,92.69,..,96.04,..,96.2,..,97.15,..,..,..
Chile,CHL,"Completion rate, lower secondary education, middle quintile, female (%)",UIS.CR.2.Q3.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.71,..,..,97.52,..,..,97.01,..,..,96.27,..,96.01,..,96.43,..,98.03,..,97.82,..,..,..
Chile,CHL,"Completion rate, lower secondary education, middle quintile, female, adjusted location parity index (LPIA)",UIS.CR.2.Q3.F.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.84964,..,..,0.90396,..,..,0.94943,..,..,0.93053,..,0.99333,..,0.98149,..,0.96598,..,0.97285,..,..,..
Chile,CHL,"Completion rate, lower secondary education, middle quintile, male (%)",UIS.CR.2.Q3.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91.35,..,..,95.38,..,..,96.34,..,..,92.92,..,89.31,..,95.68,..,94.43,..,96.54,..,..,..
Chile,CHL,"Completion rate, lower secondary education, middle quintile, male, adjusted location parity index (LPIA)",UIS.CR.2.Q3.M.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.82825,..,..,0.84575,..,..,0.90419,..,..,0.96447,..,1.02737,..,0.98286,..,1.01932,..,0.96846,..,..,..
Chile,CHL,"Completion rate, lower secondary education, poorest quintile, adjusted gender parity index (GPIA)",UIS.CR.2.Q1.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.08768,..,..,1.04681,..,..,1.0757,..,..,1.03308,..,1.06066,..,1.0194,..,1.00498,..,1.04562,..,..,..
Chile,CHL,"Completion rate, lower secondary education, poorest quintile, adjusted location parity index (LPIA)",UIS.CR.2.Q1.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.84586,..,..,0.9333,..,..,1.01945,..,..,1.02221,..,0.96525,..,1.00339,..,1.01497,..,1.00575,..,..,..
Chile,CHL,"Completion rate, lower secondary education, poorest quintile, both sexes (%)",UIS.CR.2.Q1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.94,..,..,87.84,..,..,88.58,..,..,90.47,..,92.4,..,91.38,..,92.15,..,93.22,..,..,..
Chile,CHL,"Completion rate, lower secondary education, poorest quintile, female (%)",UIS.CR.2.Q1.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84.51,..,..,89.93,..,..,92.08,..,..,91.91,..,95.12,..,92.27,..,92.38,..,95.35,..,..,..
Chile,CHL,"Completion rate, lower secondary education, poorest quintile, female, adjusted location parity index (LPIA)",UIS.CR.2.Q1.F.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.84602,..,..,0.93174,..,..,1.00669,..,..,1.02542,..,0.96295,..,1.01548,..,1.03586,..,1.01463,..,..,..
Chile,CHL,"Completion rate, lower secondary education, poorest quintile, male (%)",UIS.CR.2.Q1.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77.1,..,..,85.72,..,..,85.11,..,..,88.87,..,89.35,..,90.48,..,91.92,..,91,..,..,..
Chile,CHL,"Completion rate, lower secondary education, poorest quintile, male, adjusted location parity index (LPIA)",UIS.CR.2.Q1.M.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.84972,..,..,0.93672,..,..,1.03252,..,..,1.0187,..,0.97609,..,0.98733,..,0.9937,..,0.99913,..,..,..
Chile,CHL,"Completion rate, lower secondary education, richest quintile, adjusted gender parity index (GPIA)",UIS.CR.2.Q5.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.99846,..,..,0.99729,..,..,1.00946,..,..,1.01923,..,0.99726,..,1.00223,..,1.01548,..,1.00464,..,..,..
Chile,CHL,"Completion rate, lower secondary education, richest quintile, adjusted location parity index (LPIA)",UIS.CR.2.Q5.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.91259,..,..,0.95152,..,..,0.97704,..,..,1.00944,..,0.98168,..,0.98875,..,0.97121,..,1.00343,..,..,..
Chile,CHL,"Completion rate, lower secondary education, richest quintile, both sexes (%)",UIS.CR.2.Q5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.27,..,..,99.48,..,..,98.86,..,..,96.86,..,98.46,..,98.36,..,98.63,..,98.86,..,..,..
Chile,CHL,"Completion rate, lower secondary education, richest quintile, female (%)",UIS.CR.2.Q5.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.2,..,..,99.33,..,..,99.34,..,..,97.74,..,98.3,..,98.47,..,99.47,..,99.11,..,..,..
Chile,CHL,"Completion rate, lower secondary education, richest quintile, female, adjusted location parity index (LPIA)",UIS.CR.2.Q5.F.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.00441,..,..,0.98034,..,..,0.98892,..,..,1.02582,..,1.00244,..,1.00292,..,0.98034,..,1.0102,..,..,..
