Country Name,Country Code,Series,Series Code,1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Chile,CHL,Capital expenditure as % of total expenditure in tertiary public institutions (%),UIS.XSPENDP.56.FDPUB.FNCAP,..,8.20632,8.03886,..,9.8289,6.83137,6.31514,7.85561,7.91444,7.40333,4.4971,5.06221,5.34486,5.86082,..,..,..,..,..,3.56098,..,..,..
Chile,CHL,Capital expenditure as % of total expenditure in upper-secondary public institutions (%),UIS.XSPENDP.3.FDPUB.FNCAP,9.47507,7.60254,16.00536,..,17.3008,12.69025,15.18453,3.32893,4.12791,3.65006,2.22377,2.38569,..,..,..,..,..,..,..,6.62605,..,..,..
Chile,CHL,Current expenditure as % of total expenditure in lower secondary public institutions (%),UIS.XSPENDP.2.FDPUB.FNCUR,91.74385,90.51277,85.64026,..,84.82852,86.164,84.49338,97.20991,96.34377,96.23172,97.74108,97.71241,..,..,0,..,..,..,..,93.78171,..,..,..
Chile,CHL,Current expenditure as % of total expenditure in post-secondary non-tertiary public institutions (%),UIS.XSPENDP.4.FDPUB.FNCUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,Current expenditure as % of total expenditure in pre-primary public institutions (%),UIS.XSPENDP.0.FDPUB.FNCUR,93.92432,93.59007,94.01768,..,94.52747,95.13415,95.30126,98.3041,97.66746,98.01454,99.07239,99.11355,..,..,..,..,..,..,..,91.93063,..,..,..
Chile,CHL,Current expenditure as % of total expenditure in primary public institutions (%),UIS.XSPENDP.1.FDPUB.FNCUR,91.40714,90.84253,84.74325,..,83.37015,86.98757,83.45626,97.25683,96.62891,96.56086,97.94736,97.9178,..,..,..,..,..,..,..,94.26667,..,..,..
Chile,CHL,Current expenditure as % of total expenditure in public institutions (%),SE.XPD.CUR.TOTL.ZS,..,91.55491,87.18878,..,86.06871,89.20166,85.27187,95.58858,95.04005,95.34914,97.22917,97.0308,..,..,..,..,..,..,..,93.50627,..,..,..
Chile,CHL,Current expenditure as % of total expenditure in secondary public institutions (%),UIS.XSPENDP.23.FDPUB.FNCUR,90.99729,91.73306,84.67396,..,83.60122,86.86923,84.69466,96.90138,96.06559,96.3058,97.76321,97.65162,..,..,..,..,..,..,..,93.53133,..,..,..
Chile,CHL,Current expenditure as % of total expenditure in tertiary public institutions (%),UIS.XSPENDP.56.FDPUB.FNCUR,..,91.79368,91.96148,..,90.17136,93.16863,85.00911,92.14439,92.08556,92.59667,95.5029,94.93779,94.65514,94.13918,..,..,..,..,..,96.43902,..,..,..
Chile,CHL,Current expenditure as % of total expenditure in upper-secondary public institutions (%),UIS.XSPENDP.3.FDPUB.FNCUR,90.52493,92.39746,83.99513,..,82.6996,87.31008,84.81547,96.67107,95.87209,96.34994,97.77623,97.61431,..,..,..,..,..,..,..,93.37395,..,..,..
Chile,CHL,Current expenditure other than staff compensation as % of total expenditure in lower secondary public institutions (%),UIS.XSPENDP.2.FDPUB.FNNONS,39.44605,35.05832,..,..,32.00145,23.48264,16.86878,10.16596,10.53377,11.54099,11.18056,12.70442,..,..,0,..,..,..,..,37.22934,..,..,..
Chile,CHL,Current expenditure other than staff compensation as % of total expenditure in post-secondary non-tertiary public institutions (%),UIS.XSPENDP.4.FDPUB.FNNONS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,Current expenditure other than staff compensation as % of total expenditure in pre-primary public institutions (%),UIS.XSPENDP.0.FDPUB.FNNONS,60.33956,59.98369,..,..,56.41992,45.8966,20.69419,6.17914,6.72017,6.08081,4.59123,4.92298,..,..,..,..,..,..,..,44.41156,..,..,..
Chile,CHL,Current expenditure other than staff compensation as % of total expenditure in primary public institutions (%),UIS.XSPENDP.1.FDPUB.FNNONS,34.33793,35.73936,..,..,31.99946,24.16339,15.89991,9.99497,9.71227,10.53294,10.15954,11.56376,..,..,..,..,..,..,..,33.42742,..,..,..
Chile,CHL,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNNONS,..,37.50711,..,..,33.80122,29.95916,23.59698,17.51127,17.59257,17.8939,17.34174,18.09507,..,..,..,..,..,..,..,38.59342,..,..,..
Chile,CHL,Current expenditure other than staff compensation as % of total expenditure in secondary public institutions (%),UIS.XSPENDP.23.FDPUB.FNNONS,36.96542,41.77096,..,..,33.287,30.8378,26.32819,11.29009,11.33521,11.31409,11.07102,13.04203,..,..,..,..,..,..,..,36.30288,..,..,..
Chile,CHL,Current expenditure other than staff compensation as % of total expenditure in tertiary public institutions (%),UIS.XSPENDP.56.FDPUB.FNNONS,..,28.0983,..,..,30.31706,31.44029,29.77032,33.05054,32.67843,34.0415,33.41039,33.08114,35.41481,33.65173,..,..,..,..,..,39.77474,..,..,..
Chile,CHL,Current expenditure other than staff compensation as % of total expenditure in upper secondary public institutions (%),UIS.XSPENDP.3.FDPUB.FNNONS,35.39589,45.42575,..,..,34.23231,35.43563,32.00574,12.12924,11.8927,11.17892,11.00654,13.24921,..,..,..,..,..,..,..,35.72053,..,..,..
Chile,CHL,Expenditure on education as % of total government expenditure (%),SE.XPD.TOTL.GB.ZS,15.17037,15.65222,16.42791,..,17.4506,17.63722,17.02105,16.19909,16.23128,16.74641,17.40113,17.03561,17.84356,17.74974,..,19.64569,19.92072,19.59405,21.15548,21.31155,..,..,..
Chile,CHL,Expenditure on school books and teaching material as % of total expenditure in primary public institutions (%),UIS.XSPENDP.1.FDPUB.FNBOOKS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,Expenditure on school books and teaching material as % of total expenditure in secondary public institutions (%),UIS.XSPENDP.23.FDPUB.FNBOOKS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.34015,3.72922,3.77583,..,4.08121,3.96346,3.53839,3.26283,3.02153,3.21379,3.79243,4.23065,4.16209,4.04519,..,4.52943,4.73095,4.87531,5.34201,5.41946,..,..,..
Chile,CHL,"Government expenditure on education not specified by level, constant PPP$ (millions)",UIS.X.PPPCONST.UK.FSGOV,0,..,0,..,..,..,0,0,0,0,0,0,0,0,..,0,0,0,0,..,..,..,..
Chile,CHL,"Government expenditure on education not specified by level, constant US$ (millions)",UIS.X.USCONST.UK.FSGOV,0,..,0,..,..,..,0,0,0,0,0,0,0,0,..,0,0,0,0,..,..,..,..
Chile,CHL,"Government expenditure on education not specified by level, PPP$ (millions)",UIS.X.PPP.UK.FSGOV,0,..,0,..,..,..,0,0,0,0,0,0,0,0,..,0,0,0,0,..,..,..,..
Chile,CHL,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,0,..,0,..,..,..,0,0,0,0,0,0,0,0,..,0,0,0,0,..,..,..,..
Chile,CHL,"Government expenditure on education, constant PPP$ (millions)",UIS.X.PPPCONST.FSGOV,7387.81047,8214.37615,8760.0871,..,10085.23049,10194.92631,9757.72887,9514.56905,9367.51238,10452.33221,12769.58122,14022.3211,14601.26974,15058.37519,..,18476.07151,19639.05617,20704.52865,23074.72144,23687.50129,..,..,..
Chile,CHL,"Government expenditure on education, constant US$ (millions)",UIS.X.USCONST.FSGOV,4682.76878,5206.68801,5552.58728,..,6392.53033,6462.0611,6184.9432,6030.81619,5937.60421,6625.21801,8094.0079,8888.05794,9255.02494,9544.76155,..,11711.07073,12448.22936,13123.57983,14625.92817,15014.3391,..,..,..
Chile,CHL,"Government expenditure on education, PPP$ (millions)",UIS.X.PPP.FSGOV,4500.39328,5076.1546,5534.39823,..,6614.3384,6810.45421,6693.88419,6730.387,7784.91037,9000.28507,10456.33997,11544.35541,12897.74187,14181.42181,..,17859.18036,19144.62381,19876.07833,22090.7187,23687.50129,..,..,..
Chile,CHL,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,2724.81045,2803.39954,2939.89962,..,2846.10706,2998.09517,3510.44702,4012.13511,4676.9613,5579.33536,6812.65556,7293.20094,9095.72225,10204.06313,..,12609.22623,12326.10519,11891.8011,13378.53622,15014.3391,..,..,..
Chile,CHL,Government expenditure on lower secondary education as a percentage of GDP (%),UIS.XGDP.2.FSGOV,0.39762,..,0.50438,..,0.5683,0.55757,0.477,0.43929,0.3931,0.41551,0.48307,0.5081,0.45134,0.43064,0.49804,0.45371,0.44846,0.52433,0.53255,0.55176,..,..,..
Chile,CHL,"Government expenditure on lower secondary education, constant PPP$ (millions)",UIS.X.PPPCONST.2.FSGOV,879.46071,..,1170.18615,..,1404.34272,1434.19675,1315.40724,1280.98609,1218.6982,1351.37272,1626.56314,1684.07911,1583.36717,1603.08446,1952.59357,1850.74673,1861.63745,2226.73819,2300.34484,2411.64892,..,..,..
Chile,CHL,"Government expenditure on lower secondary education, constant US$ (millions)",UIS.X.USCONST.2.FSGOV,557.44678,..,741.7233,..,890.14361,909.06661,833.77179,811.95392,772.4727,856.56854,1030.99817,1067.45471,1003.61838,1016.1162,1237.65279,1173.09709,1180.00019,1411.41955,1458.07517,1528.62534,..,..,..
Chile,CHL,"Government expenditure on lower secondary education, PPP$ (millions)",UIS.X.PPP.2.FSGOV,535.73641,..,739.29358,..,921.02982,958.07768,902.38044,906.14005,1012.80424,1163.63884,1331.9072,1386.47572,1398.63597,1509.72576,1863.88498,1788.95279,1814.76892,2137.63972,2202.24851,2411.64892,..,..,..
Chile,CHL,"Government expenditure on lower secondary education, US$ (millions)",UIS.X.US.2.FSGOV,324.36725,..,392.71639,..,396.31318,421.76454,473.23178,540.17047,608.4651,721.3473,867.78213,875.91257,986.34354,1086.30412,1330.38475,1263.06527,1168.42372,1278.94376,1333.72127,1528.62534,..,..,..
Chile,CHL,Government expenditure on post-secondary non-tertiary education as % of GDP (%),UIS.XGDP.4.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,"Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)",UIS.X.PPPCONST.4.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,"Government expenditure on post-secondary non-tertiary education, constant US$ (millions)",UIS.X.USCONST.4.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,"Government expenditure on post-secondary non-tertiary education, PPP$ (millions)",UIS.X.PPP.4.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,"Government expenditure on post-secondary non-tertiary education, US$ (millions)",UIS.X.US.4.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,Government expenditure on pre-primary education as % of GDP (%),UIS.XGDP.0.FSGOV,0.28888,..,0.30876,..,0.35215,0.34378,0.3219,0.31422,0.32308,0.34949,0.42524,0.54064,0.55781,0.52534,0.6367,..,0.83904,0.64268,0.61082,0.74772,..,..,..
Chile,CHL,"Government expenditure on pre-primary education, constant PPP$ (millions)",UIS.X.PPPCONST.02.FSGOV,638.95984,..,716.33708,..,870.2125,884.27411,887.6981,916.26745,1001.6384,1136.65236,1431.83109,1791.93677,1956.88353,1955.59463,2496.18715,..,3483.02812,2729.34933,2638.43635,3268.13293,..,..,..
Chile,CHL,"Government expenditure on pre-primary education, constant US$ (millions)",UIS.X.USCONST.02.FSGOV,405.00514,..,454.05075,..,551.5848,560.49776,562.66806,580.77676,634.88919,720.46788,907.56713,1135.82036,1240.37198,1239.55501,1582.20995,..,2207.71979,1729.99997,1672.37471,2071.50832,..,..,..
Chile,CHL,"Government expenditure on pre-primary education, PPP$ (millions)",UIS.X.PPP.02.FSGOV,389.23178,..,452.56338,..,570.72369,590.71622,608.96838,648.14649,832.41578,978.74762,1172.45135,1475.27323,1728.57423,1841.70682,2382.78247,..,3395.33949,2620.13988,2525.92238,3268.13293,..,..,..
Chile,CHL,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,235.66447,..,240.4039,..,245.57872,260.04484,319.35886,386.3747,500.09264,606.73203,763.8913,932.01081,1219.022,1325.1769,1700.75809,..,2186.06081,1567.62223,1529.74398,2071.50832,..,..,..
Chile,CHL,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,1.38735,..,1.6243,..,1.71583,1.57713,1.33668,1.22055,1.08448,1.13937,1.38059,1.5394,1.32085,1.32485,1.45673,1.32288,1.17327,1.2488,1.5002,1.51059,..,..,..
Chile,CHL,"Government expenditure on primary education, constant PPP$ (millions)",UIS.X.PPPCONST.1.FSGOV,3068.56115,..,3768.43302,..,4240.05176,4056.75227,3686.12735,3559.17403,3362.16423,3705.61631,4648.6254,5102.26723,4633.76541,4931.82264,5711.14477,5396.16725,4870.43939,5303.41401,6480.07788,6602.50066,..,..,..
Chile,CHL,"Government expenditure on primary education, constant US$ (millions)",UIS.X.USCONST.1.FSGOV,1945.00961,..,2388.62388,..,2687.55975,2571.37524,2336.45438,2255.98492,2131.11013,2348.80747,2946.53443,3234.07562,2937.11542,3126.0392,3620.01307,3420.36435,3087.13138,3361.57265,4107.40186,4184.99962,..,..,..
Chile,CHL,"Government expenditure on primary education, PPP$ (millions)",UIS.X.PPP.1.FSGOV,1869.2591,..,2380.79928,..,2780.81272,2710.00739,2528.71441,2517.67773,2794.14066,3190.82885,3806.5154,4200.61599,4093.14472,4644.60848,5451.68084,5215.99649,4747.82133,5091.2085,6203.74023,6602.50066,..,..,..
Chile,CHL,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,1131.76258,..,1264.69231,..,1196.56574,1192.99826,1326.12363,1500.84434,1678.64331,1978.0156,2480.07222,2653.75895,2886.56014,3341.96943,3891.24497,3682.68188,3056.84488,3046.05556,3757.09657,4184.99962,..,..,..
Chile,CHL,Government expenditure on secondary and post-secondary non-tertiary vocational education as % of GDP (%),UIS.XGDP.2T4.V.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.48574,0.31268,0.31452,0.30609,0.33306,0.31274,..,..,..
Chile,CHL,"Government expenditure on secondary and post-secondary non-tertiary vocational education only, constant PPP$ (millions)",UIS.X.PPPCONST.2T4.V.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1904.36056,1275.44899,1305.62274,1299.91872,1438.66844,1366.9109,..,..,..
Chile,CHL,"Government expenditure on secondary and post-secondary non-tertiary vocational education only, constant US$ (millions)",UIS.X.USCONST.2T4.V.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1207.08026,808.44423,827.56988,823.95438,911.90099,866.41742,..,..,..
Chile,CHL,"Government expenditure on secondary and post-secondary non-tertiary vocational education only, PPP$ (millions)",UIS.X.PPP.2T4.V.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1817.84326,1232.86347,1272.75242,1247.90507,1377.31759,1366.9109,..,..,..
Chile,CHL,"Government expenditure on secondary and post-secondary non-tertiary vocational education only, US$ (millions)",UIS.X.US.2T4.V.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1297.52156,870.44613,819.45095,746.61805,834.12828,866.41742,..,..,..
Chile,CHL,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,1.11197,..,1.29397,..,1.44074,1.5213,1.3449,1.27239,1.16643,1.23288,1.43615,1.49056,1.35403,1.31345,1.48915,1.34305,1.3235,1.43166,1.55287,1.54074,..,..,..
Chile,CHL,"Government expenditure on secondary education, constant PPP$ (millions)",UIS.X.PPPCONST.2T3.FSGOV,2459.48352,..,3002.06985,..,3560.27491,3913.14472,3708.78894,3710.34595,3616.23358,4009.72999,4835.68614,4940.39403,4750.16129,4889.37253,5838.26667,5478.46786,5494.10813,6079.97669,6707.58385,6734.30784,..,..,..
Chile,CHL,"Government expenditure on secondary education, constant US$ (millions)",UIS.X.USCONST.2T3.FSGOV,1558.94533,..,1902.86406,..,2256.68272,2480.34949,2350.81844,2351.80535,2292.15216,2541.57013,3065.10301,3131.47218,3010.89303,3099.13217,3700.58937,3472.53065,3482.44425,3853.79744,4251.60667,4268.54569,..,..,..
Chile,CHL,"Government expenditure on secondary education, PPP$ (millions)",UIS.X.PPP.2T3.FSGOV,1498.23052,..,1896.63069,..,2334.98512,2614.07411,2544.26046,2624.61326,3005.28605,3452.69479,3959.68963,4067.34835,4195.96072,4604.63053,5573.02745,5295.54919,5355.78861,5836.69858,6421.54439,6734.30784,..,..,..
Chile,CHL,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,907.11942,..,1007.49957,..,1004.729,1150.76656,1334.27638,1564.59101,1805.49369,2140.348,2579.87036,2569.56649,2959.06784,3313.2038,3977.85851,3738.84895,3448.2795,3492.08015,3889.00268,4268.54569,..,..,..
Chile,CHL,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,0.55195,..,0.5488,..,0.57249,0.52124,0.53491,0.45568,0.44754,0.49206,0.55045,0.66005,0.92939,0.88154,0.95913,1.16019,1.16837,1.25207,1.35663,1.36849,..,..,..
Chile,CHL,"Government expenditure on tertiary education, constant PPP$ (millions)",UIS.X.PPPCONST.5T8.FSGOV,1220.80596,..,1273.24715,..,1414.69645,1340.7552,1475.11447,1328.78163,1387.47617,1600.33355,1853.43858,2187.72307,3260.4595,3281.5854,3760.289,4732.56542,4850.12714,5317.31484,5859.95093,5981.40931,..,..,..
Chile,CHL,"Government expenditure on tertiary education, constant US$ (millions)",UIS.X.USCONST.5T8.FSGOV,773.8087,..,807.04859,..,896.70633,849.83861,935.00233,842.24916,879.45273,1014.37253,1174.80333,1386.68979,2066.64452,2080.03518,2383.46179,2999.73987,3074.25645,3370.3837,3714.33396,3791.32044,..,..,..
Chile,CHL,"Government expenditure on tertiary education, PPP$ (millions)",UIS.X.PPP.5T8.FSGOV,743.67188,..,804.40487,..,927.82025,895.65649,1011.94095,939.94952,1153.06788,1378.01382,1517.68359,1801.11784,2880.0622,3090.47597,3589.45471,4574.55143,4728.02046,5104.55312,5610.05809,5981.40931,..,..,..
Chile,CHL,"Government expenditure on tertiary education, US$ (millions)",UIS.X.US.5T8.FSGOV,450.26396,..,427.30383,..,399.23506,394.28551,530.68816,560.32505,692.73165,854.23974,988.82167,1137.86468,2031.07227,2223.71299,2562.04426,3229.7985,3044.09625,3054.03961,3397.55199,3791.32044,..,..,..
Chile,CHL,Government expenditure on upper secondary education as a percentage of GDP (%),UIS.XGDP.3.FSGOV,0.71435,..,0.78959,..,0.87245,0.96373,0.8679,0.8331,0.77333,0.81737,0.95307,0.98246,0.90269,0.88281,0.99111,0.88934,0.87504,0.90732,1.02032,0.98898,..,..,..
Chile,CHL,"Government expenditure on upper secondary education, constant PPP$ (millions)",UIS.X.PPPCONST.3.FSGOV,1580.0228,..,1831.88371,..,2155.9322,2478.94305,2393.38171,2429.35986,2397.53538,2658.35726,3209.123,3256.31492,3166.79412,3286.28806,3885.67309,3627.72112,3632.47069,3853.23851,4407.239,4322.65891,..,..,..
Chile,CHL,"Government expenditure on upper secondary education, constant US$ (millions)",UIS.X.USCONST.3.FSGOV,1001.49855,..,1161.14076,..,1366.53912,1571.27977,1517.04665,1539.85143,1519.67946,1685.00159,2034.10484,2064.01747,2007.27465,2083.01597,2462.93658,2299.43355,2302.44406,2442.3779,2793.53149,2739.92034,..,..,..
Chile,CHL,"Government expenditure on upper secondary education, PPP$ (millions)",UIS.X.PPP.3.FSGOV,962.4941,..,1157.33712,..,1413.9553,1655.99315,1641.88001,1718.47321,1992.48181,2289.05595,2627.78243,2680.87262,2797.32474,3094.90477,3709.14246,3506.5964,3541.0197,3699.05887,4219.29588,4322.65891,..,..,..
Chile,CHL,"Government expenditure on upper secondary education, US$ (millions)",UIS.X.US.3.FSGOV,582.75218,..,614.78318,..,608.41583,729.00058,861.04459,1024.42054,1197.02859,1419.0007,1712.08823,1693.65391,1972.72431,2226.89968,2647.47376,2475.78368,2279.85578,2213.1364,2555.2814,2739.92034,..,..,..
Chile,CHL,Initial government funding per lower secondary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.2.FSGOV,12.62404,..,13.89104,..,15.17006,14.75989,12.60731,11.83369,10.8643,11.87599,14.16061,15.62559,14.62646,14.46558,16.76506,15.15072,15.18921,18.32447,19.17268,20.36253,..,..,..
Chile,CHL,"Initial government funding per lower secondary student, constant PPP$",UIS.XUNIT.PPPCONST.2.FSGOV,1864.23979,..,2100.57487,..,2390.09801,2395.37418,2170.90051,2132.37176,2059.50243,2336.61636,2853.71467,3067.0254,3007.28794,3124.6408,3777.39047,3517.14577,3550.50045,4330.74313,4548.06853,4818.56601,..,..,..
Chile,CHL,Initial government funding per pre-primary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.02.FSGOV,9.95237,..,10.50409,..,13.13265,13.86467,13.07392,12.46251,13.14721,14.1798,17.65232,22.05726,18.43849,16.63921,19.96004,..,24.47289,18.74046,17.9667,22.3975,..,..,..
Chile,CHL,"Initial government funding per pre-primary student, constant PPP$",UIS.XUNIT.PPPCONST.02.FSGOV,1469.70435,..,1588.40803,..,2069.09691,2250.08998,2251.24673,2245.68199,2492.26397,2789.89234,3557.37968,4329.44773,3791.06543,3594.15594,4497.26175,..,5720.57307,4429.05787,4261.99048,5300.11908,..,..,..
Chile,CHL,Initial government funding per primary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.1.FSGOV,11.69179,..,13.85617,..,15.34352,14.58796,12.19072,11.47725,10.46523,11.21729,13.9227,16.12883,14.57257,15.01703,16.77241,15.78767,14.18282,15.18748,18.28788,18.41952,..,..,..
Chile,CHL,"Initial government funding per primary student, constant PPP$",UIS.XUNIT.PPPCONST.1.FSGOV,1726.57142,..,2095.30253,..,2417.42748,2367.47144,2099.16495,2068.14374,1983.85277,2207.01536,2805.76856,3165.8027,2996.20858,3243.75587,3779.04668,3665.00804,3315.25608,3589.35879,4338.17973,4358.77386,..,..,..
Chile,CHL,Initial government funding per secondary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.23.FSGOV,13.36893,..,14.26927,..,15.09564,15.48508,13.50403,12.63158,11.6756,12.64539,15.10256,16.47026,15.21726,15.16071,16.45029,15.01836,15.10182,16.63683,18.47926,18.71356,..,..,..
Chile,CHL,"Initial government funding per secondary student, constant PPP$",UIS.XUNIT.PPPCONST.23.FSGOV,1974.2408,..,2157.77082,..,2378.37325,2513.06561,2325.30909,2276.14761,2213.29604,2487.99507,3043.54014,3232.81902,3128.76183,3274.792,3706.46886,3486.4188,3530.07387,3931.89307,4383.57759,4428.35639,..,..,..
Chile,CHL,Initial government funding per tertiary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.5T8.FSGOV,20.33415,..,18.6209,..,17.21431,14.56763,14.74927,11.11074,11.07058,10.79614,11.42521,12.71999,16.0562,14.31161,15.20969,17.36471,17.21655,18.41495,19.97493,20.40088,..,..,..
